1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.000000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.100000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
1.200000 100.000000
