0.000000,10.000000,10.000000
10.000000,99.994471,118.000000
20.000000,100.000000,-136.880000
30.000000,100.000000,-4027.776128
40.000000,100.000000,-1999118.754138
50.000000,100.000000,-479603083721.548030
60.000000,100.000000,-27602294156061026000000.000000
70.000000,100.000000,-91426397121326477000000000000000000000000000.000000
80.000000,100.000000,-1003054330870379200000000000000000000000000000000000000000000000000000000000000000000000.000000
90.000000,100.000000,-120734158881338890000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
100.000000,100.000000,-1.#INF00
110.000000,100.000000,-1.#INF00
120.000000,100.000000,-1.#INF00
130.000000,100.000000,-1.#INF00
140.000000,100.000000,-1.#INF00
150.000000,100.000000,-1.#INF00
160.000000,100.000000,-1.#INF00
170.000000,100.000000,-1.#INF00
180.000000,100.000000,-1.#INF00
190.000000,100.000000,-1.#INF00
200.000000,100.000000,-1.#INF00
210.000000,100.000000,-1.#INF00
220.000000,100.000000,-1.#INF00
230.000000,100.000000,-1.#INF00
240.000000,100.000000,-1.#INF00
250.000000,100.000000,-1.#INF00
260.000000,100.000000,-1.#INF00
270.000000,100.000000,-1.#INF00
280.000000,100.000000,-1.#INF00
290.000000,100.000000,-1.#INF00
300.000000,100.000000,-1.#INF00
310.000000,100.000000,-1.#INF00
320.000000,100.000000,-1.#INF00
330.000000,100.000000,-1.#INF00
340.000000,100.000000,-1.#INF00
350.000000,100.000000,-1.#INF00
360.000000,100.000000,-1.#INF00
370.000000,100.000000,-1.#INF00
380.000000,100.000000,-1.#INF00
390.000000,100.000000,-1.#INF00
400.000000,100.000000,-1.#INF00
410.000000,100.000000,-1.#INF00
420.000000,100.000000,-1.#INF00
430.000000,100.000000,-1.#INF00
440.000000,100.000000,-1.#INF00
450.000000,100.000000,-1.#INF00
460.000000,100.000000,-1.#INF00
470.000000,100.000000,-1.#INF00
480.000000,100.000000,-1.#INF00
490.000000,100.000000,-1.#INF00
500.000000,100.000000,-1.#INF00
510.000000,100.000000,-1.#INF00
520.000000,100.000000,-1.#INF00
530.000000,100.000000,-1.#INF00
540.000000,100.000000,-1.#INF00
550.000000,100.000000,-1.#INF00
560.000000,100.000000,-1.#INF00
570.000000,100.000000,-1.#INF00
580.000000,100.000000,-1.#INF00
590.000000,100.000000,-1.#INF00
600.000000,100.000000,-1.#INF00
610.000000,100.000000,-1.#INF00
620.000000,100.000000,-1.#INF00
630.000000,100.000000,-1.#INF00
640.000000,100.000000,-1.#INF00
650.000000,100.000000,-1.#INF00
660.000000,100.000000,-1.#INF00
670.000000,100.000000,-1.#INF00
680.000000,100.000000,-1.#INF00
690.000000,100.000000,-1.#INF00
700.000000,100.000000,-1.#INF00
710.000000,100.000000,-1.#INF00
720.000000,100.000000,-1.#INF00
730.000000,100.000000,-1.#INF00
740.000000,100.000000,-1.#INF00
750.000000,100.000000,-1.#INF00
760.000000,100.000000,-1.#INF00
770.000000,100.000000,-1.#INF00
780.000000,100.000000,-1.#INF00
790.000000,100.000000,-1.#INF00
800.000000,100.000000,-1.#INF00
810.000000,100.000000,-1.#INF00
820.000000,100.000000,-1.#INF00
830.000000,100.000000,-1.#INF00
840.000000,100.000000,-1.#INF00
850.000000,100.000000,-1.#INF00
860.000000,100.000000,-1.#INF00
870.000000,100.000000,-1.#INF00
880.000000,100.000000,-1.#INF00
890.000000,100.000000,-1.#INF00
900.000000,100.000000,-1.#INF00
910.000000,100.000000,-1.#INF00
920.000000,100.000000,-1.#INF00
930.000000,100.000000,-1.#INF00
940.000000,100.000000,-1.#INF00
950.000000,100.000000,-1.#INF00
960.000000,100.000000,-1.#INF00
970.000000,100.000000,-1.#INF00
980.000000,100.000000,-1.#INF00
990.000000,100.000000,-1.#INF00
1000.000000,100.000000,-1.#INF00
1010.000000,100.000000,-1.#INF00
1020.000000,100.000000,-1.#INF00
