0.000000,0.800000,0.400000
0.010000,0.800044,0.411311
0.020000,0.800178,0.422846
0.030000,0.800400,0.434605
0.040000,0.800712,0.446587
0.050000,0.801111,0.458791
0.060000,0.801599,0.471218
0.070000,0.802175,0.483865
0.080000,0.802839,0.496730
0.090000,0.803591,0.509813
0.100000,0.804430,0.523111
0.110000,0.805357,0.536621
0.120000,0.806371,0.550341
0.130000,0.807472,0.564268
0.140000,0.808661,0.578398
0.150000,0.809936,0.592728
0.160000,0.811299,0.607253
0.170000,0.812748,0.621971
0.180000,0.814284,0.636875
0.190000,0.815907,0.651962
0.200000,0.817616,0.667226
0.210000,0.819412,0.682661
0.220000,0.821293,0.698263
0.230000,0.823261,0.714024
0.240000,0.825314,0.729940
0.250000,0.827452,0.746003
0.260000,0.829676,0.762207
0.270000,0.831984,0.778544
0.280000,0.834377,0.795009
0.290000,0.836854,0.811593
0.300000,0.839415,0.828289
0.310000,0.842058,0.845090
0.320000,0.844785,0.861987
0.330000,0.847593,0.878972
0.340000,0.850483,0.896039
0.350000,0.853453,0.913178
0.360000,0.856504,0.930381
0.370000,0.859634,0.947640
0.380000,0.862842,0.964947
0.390000,0.866129,0.982294
0.400000,0.869492,0.999672
0.410000,0.872930,1.017072
0.420000,0.876444,1.034488
0.430000,0.880031,1.051909
0.440000,0.883691,1.069329
0.450000,0.887422,1.086740
0.460000,0.891224,1.104132
0.470000,0.895094,1.121499
0.480000,0.899032,1.138833
0.490000,0.903035,1.156127
0.500000,0.907104,1.173372
0.510000,0.911236,1.190563
0.520000,0.915429,1.207691
0.530000,0.919682,1.224750
0.540000,0.923994,1.241734
0.550000,0.928362,1.258637
0.560000,0.932785,1.275451
0.570000,0.937261,1.292171
0.580000,0.941789,1.308793
0.590000,0.946366,1.325309
0.600000,0.950991,1.341716
0.610000,0.955661,1.358008
0.620000,0.960375,1.374180
0.630000,0.965130,1.390229
0.640000,0.969925,1.406150
0.650000,0.974758,1.421939
0.660000,0.979626,1.437593
0.670000,0.984528,1.453108
0.680000,0.989461,1.468482
0.690000,0.994424,1.483711
0.700000,0.999413,1.498793
0.710000,1.004428,1.513725
0.720000,1.009465,1.528505
0.730000,1.014524,1.543132
0.740000,1.019601,1.557603
0.750000,1.024694,1.571917
0.760000,1.029802,1.586073
0.770000,1.034923,1.600070
0.780000,1.040054,1.613906
0.790000,1.045193,1.627582
0.800000,1.050338,1.641096
0.810000,1.055487,1.654447
0.820000,1.060638,1.667637
0.830000,1.065790,1.680664
0.840000,1.070939,1.693529
0.850000,1.076085,1.706232
0.860000,1.081226,1.718773
0.870000,1.086359,1.731153
0.880000,1.091482,1.743372
0.890000,1.096595,1.755430
0.900000,1.101694,1.767329
0.910000,1.106779,1.779069
0.920000,1.111848,1.790652
0.930000,1.116899,1.802077
0.940000,1.121931,1.813347
0.950000,1.126941,1.824462
0.960000,1.131929,1.835423
0.970000,1.136894,1.846233
0.980000,1.141833,1.856891
0.990000,1.146745,1.867399
1.000000,1.151630,1.877759
1.010000,1.156485,1.887971
1.020000,1.161310,1.898038
1.030000,1.166103,1.907961
1.040000,1.170864,1.917741
